gene,inMod
ENSDARG00000098679,0
ENSDARG00000098871,0
ENSDARG00000102856,0
ENSDARG00000099371,0
ENSDARG00000088145,0
ENSDARG00000088789,0
ENSDARG00000099172,0
ENSDARG00000102411,0
ENSDARG00000086831,0
ENSDARG00000105074,0
ENSDARG00000098122,0
ENSDARG00000103450,0
ENSDARG00000089947,0
ENSDARG00000099082,0
ENSDARG00000102658,0
ENSDARG00000103222,0
ENSDARG00000091679,0
ENSDARG00000103530,0
ENSDARG00000100309,0
ENSDARG00000103777,0
ENSDARG00000102240,0
ENSDARG00000104773,0
ENSDARG00000099235,0
ENSDARG00000104178,0
ENSDARG00000100508,0
ENSDARG00000101263,0
ENSDARG00000039108,0
ENSDARG00000074310,0
ENSDARG00000100355,0
ENSDARG00000015853,0
ENSDARG00000102286,0
ENSDARG00000024317,0
ENSDARG00000104148,0
ENSDARG00000044938,0
ENSDARG00000058819,0
ENSDARG00000073985,0
ENSDARG00000034060,0
ENSDARG00000063583,0
ENSDARG00000088981,0
ENSDARG00000101863,0
ENSDARG00000101622,0
ENSDARG00000102578,0
ENSDARG00000040387,0
ENSDARG00000074752,0
ENSDARG00000011609,0
ENSDARG00000089616,0
ENSDARG00000102565,0
ENSDARG00000105046,0
ENSDARG00000100524,0
ENSDARG00000098995,0
ENSDARG00000102472,0
ENSDARG00000104024,0
ENSDARG00000098578,0
ENSDARG00000103800,0
ENSDARG00000098642,0
ENSDARG00000055350,0
ENSDARG00000074231,0
ENSDARG00000003270,0
ENSDARG00000058020,0
ENSDARG00000100498,0
ENSDARG00000100385,0
ENSDARG00000104841,0
ENSDARG00000100376,0
ENSDARG00000104173,0
ENSDARG00000102937,0
ENSDARG00000102436,0
ENSDARG00000105177,0
ENSDARG00000098825,0
ENSDARG00000103187,0
ENSDARG00000098831,0
ENSDARG00000043237,0
ENSDARG00000087188,0
ENSDARG00000097615,0
ENSDARG00000101478,0
ENSDARG00000098224,0
ENSDARG00000102398,0
ENSDARG00000099453,0
ENSDARG00000100677,0
ENSDARG00000101534,0
ENSDARG00000090834,0
ENSDARG00000093469,0
ENSDARG00000062757,0
ENSDARG00000039338,0
ENSDARG00000061836,0
ENSDARG00000088390,0
ENSDARG00000041217,0
ENSDARG00000041223,0
ENSDARG00000027749,0
ENSDARG00000044769,0
ENSDARG00000076052,0
ENSDARG00000075813,0
ENSDARG00000015310,0
ENSDARG00000057679,0
ENSDARG00000011597,0
ENSDARG00000100334,0
ENSDARG00000011925,0
ENSDARG00000011360,0
ENSDARG00000002339,0
ENSDARG00000094557,0
ENSDARG00000078736,0
ENSDARG00000090026,0
ENSDARG00000092816,0
ENSDARG00000094328,0
ENSDARG00000026453,0
ENSDARG00000057707,0
ENSDARG00000093219,0
ENSDARG00000021242,0
ENSDARG00000057414,0
ENSDARG00000094116,0
ENSDARG00000062302,0
ENSDARG00000008403,0
ENSDARG00000038281,0
ENSDARG00000070866,0
ENSDARG00000075726,0
ENSDARG00000079616,0
ENSDARG00000034427,0
ENSDARG00000062531,0
ENSDARG00000100990,0
ENSDARG00000057910,0
ENSDARG00000077737,0
ENSDARG00000057853,0
ENSDARG00000097322,0
ENSDARG00000057867,0
ENSDARG00000035719,0
ENSDARG00000002167,0
ENSDARG00000013307,0
ENSDARG00000093569,0
ENSDARG00000077563,0
ENSDARG00000012261,0
ENSDARG00000073998,0
ENSDARG00000057984,0
ENSDARG00000007129,0
ENSDARG00000016480,0
ENSDARG00000093118,0
ENSDARG00000013161,0
ENSDARG00000027689,0
ENSDARG00000016875,0
ENSDARG00000015922,0
ENSDARG00000092120,0
ENSDARG00000020847,0
ENSDARG00000076411,0
ENSDARG00000022712,0
ENSDARG00000019392,0
ENSDARG00000062575,0
ENSDARG00000026712,0
ENSDARG00000104734,0
ENSDARG00000027469,0
ENSDARG00000027461,0
ENSDARG00000076490,0
ENSDARG00000013460,0
ENSDARG00000032619,0
ENSDARG00000094165,0
ENSDARG00000074531,0
ENSDARG00000005254,0
ENSDARG00000077291,0
ENSDARG00000028889,0
ENSDARG00000090714,0
ENSDARG00000036994,0
ENSDARG00000099441,0
ENSDARG00000087327,0
ENSDARG00000062263,0
ENSDARG00000092455,0
ENSDARG00000038243,0
ENSDARG00000038242,0
ENSDARG00000062216,0
ENSDARG00000025338,0
ENSDARG00000031657,0
ENSDARG00000025436,0
ENSDARG00000038239,0
ENSDARG00000088560,0
ENSDARG00000078149,0
ENSDARG00000005883,0
ENSDARG00000097324,0
ENSDARG00000074850,0
ENSDARG00000077226,0
ENSDARG00000075380,0
ENSDARG00000093622,0
ENSDARG00000040526,0
ENSDARG00000056798,0
ENSDARG00000056481,0
ENSDARG00000103072,0
ENSDARG00000056467,0
ENSDARG00000029331,0
ENSDARG00000035066,0
ENSDARG00000012881,0
ENSDARG00000089936,0
ENSDARG00000038228,0
ENSDARG00000070694,0
ENSDARG00000100519,1
ENSDARG00000099499,0
ENSDARG00000038213,0
ENSDARG00000078640,0
ENSDARG00000007245,0
ENSDARG00000026875,0
ENSDARG00000006566,0
ENSDARG00000087330,0
ENSDARG00000070686,0
ENSDARG00000074899,0
ENSDARG00000056324,0
ENSDARG00000046140,0
ENSDARG00000075249,0
ENSDARG00000097315,0
ENSDARG00000056258,0
ENSDARG00000088238,0
ENSDARG00000087616,0
ENSDARG00000038186,0
ENSDARG00000070676,0
ENSDARG00000061798,0
ENSDARG00000097456,0
ENSDARG00000088967,0
ENSDARG00000079097,0
ENSDARG00000075139,1
ENSDARG00000028848,0
ENSDARG00000010680,0
ENSDARG00000096994,0
ENSDARG00000079366,0
ENSDARG00000079912,0
ENSDARG00000029911,0
ENSDARG00000074734,0
ENSDARG00000055813,0
ENSDARG00000101975,0
ENSDARG00000061478,0
ENSDARG00000029215,0
ENSDARG00000056008,0
ENSDARG00000056012,0
ENSDARG00000011579,0
ENSDARG00000056023,0
ENSDARG00000097849,0
ENSDARG00000056027,0
ENSDARG00000056030,0
ENSDARG00000029263,0
ENSDARG00000097891,0
ENSDARG00000097621,0
ENSDARG00000004189,0
ENSDARG00000030616,0
ENSDARG00000006786,0
ENSDARG00000097637,0
ENSDARG00000097087,0
ENSDARG00000025615,0
ENSDARG00000038141,0
ENSDARG00000074773,0
ENSDARG00000017049,0
ENSDARG00000056144,0
ENSDARG00000038139,0
ENSDARG00000097543,0
ENSDARG00000031116,0
ENSDARG00000099247,0
ENSDARG00000104350,0
ENSDARG00000038133,0
ENSDARG00000099678,0
ENSDARG00000061684,0
ENSDARG00000075867,0
ENSDARG00000033140,0
ENSDARG00000038025,0
ENSDARG00000061108,0
ENSDARG00000007916,0
ENSDARG00000021973,0
ENSDARG00000038030,0
ENSDARG00000055160,0
ENSDARG00000009313,0
ENSDARG00000060991,0
ENSDARG00000093235,0
ENSDARG00000038069,0
ENSDARG00000038068,0
ENSDARG00000038067,0
ENSDARG00000038066,0
ENSDARG00000077361,0
ENSDARG00000038059,0
ENSDARG00000022525,0
ENSDARG00000088072,0
ENSDARG00000022531,0
ENSDARG00000014761,0
ENSDARG00000067813,0
ENSDARG00000104581,0
ENSDARG00000096978,0
ENSDARG00000097189,0
ENSDARG00000005643,0
ENSDARG00000019507,0
ENSDARG00000027529,0
ENSDARG00000061354,0
ENSDARG00000055743,0
ENSDARG00000075783,0
ENSDARG00000055731,0
ENSDARG00000020574,0
ENSDARG00000061213,0
ENSDARG00000087869,0
ENSDARG00000055510,0
ENSDARG00000074466,0
ENSDARG00000070573,0
ENSDARG00000087927,0
ENSDARG00000070570,0
ENSDARG00000070568,0
ENSDARG00000070565,0
ENSDARG00000099996,0
ENSDARG00000061257,0
ENSDARG00000101707,0
ENSDARG00000010160,0
ENSDARG00000061248,0
ENSDARG00000013252,0
ENSDARG00000061208,0
ENSDARG00000038097,0
ENSDARG00000038095,0
ENSDARG00000038094,0
ENSDARG00000090851,0
ENSDARG00000055472,0
ENSDARG00000044588,0
ENSDARG00000089698,0
ENSDARG00000055383,0
ENSDARG00000073710,0
ENSDARG00000038072,0
ENSDARG00000019556,0
ENSDARG00000004034,0
ENSDARG00000018002,0
ENSDARG00000061185,0
ENSDARG00000053129,0
ENSDARG00000006031,0
ENSDARG00000077863,0
ENSDARG00000014746,0
ENSDARG00000019191,0
ENSDARG00000060915,0
ENSDARG00000096409,0
ENSDARG00000054942,0
ENSDARG00000070522,0
ENSDARG00000038012,0
ENSDARG00000038010,0
ENSDARG00000021257,0
ENSDARG00000103130,0
ENSDARG00000032565,0
ENSDARG00000097948,0
ENSDARG00000003599,0
ENSDARG00000007449,0
ENSDARG00000015128,0
ENSDARG00000091962,0
ENSDARG00000054833,0
ENSDARG00000019741,0
ENSDARG00000005927,0
ENSDARG00000074667,0
ENSDARG00000054793,0
ENSDARG00000087732,0
ENSDARG00000096295,0
ENSDARG00000096420,0
ENSDARG00000004597,0
ENSDARG00000038005,0
ENSDARG00000070465,0
ENSDARG00000075830,0
ENSDARG00000054645,0
ENSDARG00000097595,0
ENSDARG00000060539,0
ENSDARG00000075461,0
ENSDARG00000003486,0
ENSDARG00000054616,0
ENSDARG00000091783,0
ENSDARG00000078083,0
ENSDARG00000096714,0
ENSDARG00000097740,0
ENSDARG00000097471,0
ENSDARG00000070458,0
ENSDARG00000096689,0
ENSDARG00000096792,0
ENSDARG00000054578,0
ENSDARG00000054570,0
ENSDARG00000037978,0
ENSDARG00000105252,0
ENSDARG00000028521,0
ENSDARG00000054446,0
ENSDARG00000054438,0
ENSDARG00000075164,0
ENSDARG00000054362,0
ENSDARG00000054355,0
ENSDARG00000025301,0
ENSDARG00000060348,0
ENSDARG00000078092,0
ENSDARG00000016908,0
ENSDARG00000037928,0
ENSDARG00000037929,0
ENSDARG00000037930,0
ENSDARG00000077126,0
ENSDARG00000037932,0
ENSDARG00000076745,0
ENSDARG00000055855,0
ENSDARG00000030881,0
ENSDARG00000037935,0
ENSDARG00000031776,0
ENSDARG00000076221,0
ENSDARG00000094210,0
ENSDARG00000037955,0
ENSDARG00000097646,0
ENSDARG00000037943,0
ENSDARG00000077545,0
ENSDARG00000096849,0
ENSDARG00000010246,0
ENSDARG00000054320,0
ENSDARG00000094836,0
ENSDARG00000006553,0
ENSDARG00000087193,0
ENSDARG00000075849,0
ENSDARG00000017579,0
ENSDARG00000054010,0
ENSDARG00000059993,0
ENSDARG00000037958,0
ENSDARG00000037961,0
ENSDARG00000090625,0
ENSDARG00000070391,0
ENSDARG00000037965,0
ENSDARG00000037966,0
ENSDARG00000037967,0
ENSDARG00000027182,0
ENSDARG00000027187,0
ENSDARG00000027196,0
ENSDARG00000037968,0
ENSDARG00000060030,0
ENSDARG00000036966,0
ENSDARG00000078604,0
ENSDARG00000053257,0
ENSDARG00000027357,0
ENSDARG00000089232,0
ENSDARG00000098191,0
ENSDARG00000059919,0
ENSDARG00000053260,0
ENSDARG00000070371,0
ENSDARG00000014967,0
ENSDARG00000014646,0
ENSDARG00000078772,0
ENSDARG00000025608,0
ENSDARG00000093405,0
ENSDARG00000097431,0
ENSDARG00000034893,0
ENSDARG00000053453,0
ENSDARG00000060072,0
ENSDARG00000053455,0
ENSDARG00000053457,0
ENSDARG00000053467,0
ENSDARG00000019038,0
ENSDARG00000099164,0
ENSDARG00000099195,0
ENSDARG00000037905,0
ENSDARG00000037906,0
ENSDARG00000032129,0
ENSDARG00000096355,0
ENSDARG00000079353,0
ENSDARG00000037913,0
ENSDARG00000076437,0
ENSDARG00000037914,0
ENSDARG00000011956,0
ENSDARG00000000151,0
ENSDARG00000060150,0
ENSDARG00000037917,0
ENSDARG00000009568,0
ENSDARG00000016871,0
ENSDARG00000022254,0
ENSDARG00000076401,0
ENSDARG00000037919,0
ENSDARG00000079688,0
ENSDARG00000014915,0
ENSDARG00000060192,0
ENSDARG00000003573,0
ENSDARG00000060207,0
ENSDARG00000046107,0
ENSDARG00000070261,0
ENSDARG00000070256,0
ENSDARG00000090170,0
ENSDARG00000040070,0
ENSDARG00000040072,0
ENSDARG00000010035,0
ENSDARG00000028583,0
ENSDARG00000008370,0
ENSDARG00000089260,0
ENSDARG00000040650,0
ENSDARG00000090062,0
ENSDARG00000076128,0
ENSDARG00000090369,0
ENSDARG00000040657,0
ENSDARG00000060246,0
ENSDARG00000037924,0
ENSDARG00000037925,0
ENSDARG00000105131,0
ENSDARG00000105068,0
ENSDARG00000104413,0
ENSDARG00000099213,0
ENSDARG00000101043,0
ENSDARG00000103743,0
ENSDARG00000102997,0
ENSDARG00000099877,0
ENSDARG00000101886,0
ENSDARG00000098627,0
ENSDARG00000103902,0
ENSDARG00000100972,0
ENSDARG00000104719,0
ENSDARG00000094901,0
ENSDARG00000037895,0
ENSDARG00000037894,0
ENSDARG00000015610,0
ENSDARG00000059804,0
ENSDARG00000037892,0
ENSDARG00000037891,0
ENSDARG00000055713,0
ENSDARG00000059773,0
ENSDARG00000014763,0
ENSDARG00000098000,0
ENSDARG00000053070,0
ENSDARG00000059768,1
ENSDARG00000074060,0
ENSDARG00000096233,0
ENSDARG00000020623,0
ENSDARG00000053058,0
ENSDARG00000096229,0
ENSDARG00000006849,0
ENSDARG00000015184,0
ENSDARG00000091834,0
ENSDARG00000000567,0
ENSDARG00000059747,0
ENSDARG00000059743,0
ENSDARG00000017036,0
ENSDARG00000018600,0
ENSDARG00000070140,0
ENSDARG00000089377,0
ENSDARG00000052966,0
ENSDARG00000052957,0
ENSDARG00000052950,0
ENSDARG00000004748,0
ENSDARG00000097765,0
ENSDARG00000011665,0
ENSDARG00000037865,0
ENSDARG00000019326,0
ENSDARG00000090340,0
ENSDARG00000008377,0
ENSDARG00000011727,0
ENSDARG00000060496,0
ENSDARG00000074703,0
ENSDARG00000009693,0
ENSDARG00000075292,0
ENSDARG00000006642,0
ENSDARG00000070061,0
ENSDARG00000014871,0
ENSDARG00000014945,0
ENSDARG00000059701,0
ENSDARG00000052827,0
ENSDARG00000052818,0
ENSDARG00000052816,0
ENSDARG00000002967,0
ENSDARG00000017084,0
ENSDARG00000020217,0
ENSDARG00000037867,0
ENSDARG00000097119,0
ENSDARG00000077052,0
ENSDARG00000037870,0
ENSDARG00000059680,0
ENSDARG00000087893,0
ENSDARG00000016086,0
ENSDARG00000008383,0
ENSDARG00000037871,0
ENSDARG00000087446,0
ENSDARG00000078111,0
ENSDARG00000037872,0
ENSDARG00000070021,0
ENSDARG00000037873,0
ENSDARG00000037874,0
ENSDARG00000015575,0
ENSDARG00000078866,0
ENSDARG00000097269,0
ENSDARG00000052741,0
ENSDARG00000025826,0
ENSDARG00000059654,0
ENSDARG00000028786,0
ENSDARG00000037879,0
ENSDARG00000034473,0
ENSDARG00000074842,0
ENSDARG00000030573,0
ENSDARG00000075368,0
ENSDARG00000097799,0
ENSDARG00000098391,0
ENSDARG00000104538,0
ENSDARG00000100947,0
ENSDARG00000100419,0
ENSDARG00000102366,0
ENSDARG00000103511,0
ENSDARG00000102964,0
ENSDARG00000102711,0
ENSDARG00000102195,0
ENSDARG00000099888,0
ENSDARG00000103483,0
ENSDARG00000103137,0
ENSDARG00000098949,0
ENSDARG00000102827,0
ENSDARG00000104568,0
ENSDARG00000102583,0
ENSDARG00000098780,0
ENSDARG00000102512,0
ENSDARG00000104027,0
ENSDARG00000098208,0
ENSDARG00000098749,0
ENSDARG00000101914,0
ENSDARG00000098355,0
ENSDARG00000104225,0
ENSDARG00000098547,0
ENSDARG00000102424,0
ENSDARG00000099149,0
ENSDARG00000104829,0
ENSDARG00000104483,0
ENSDARG00000099383,0
ENSDARG00000102810,0
ENSDARG00000100349,0
ENSDARG00000101037,0
ENSDARG00000102948,0
ENSDARG00000103193,0
ENSDARG00000104022,0
ENSDARG00000052648,0
ENSDARG00000059616,0
ENSDARG00000074017,0
ENSDARG00000015722,0
ENSDARG00000062304,0
ENSDARG00000069961,0
ENSDARG00000052649,0
ENSDARG00000079264,0
ENSDARG00000059610,0
ENSDARG00000020504,0
ENSDARG00000037838,0
ENSDARG00000052642,0
ENSDARG00000076867,0
ENSDARG00000020363,0
ENSDARG00000037835,0
ENSDARG00000076118,0
ENSDARG00000020326,0
ENSDARG00000052617,0
ENSDARG00000032344,1
ENSDARG00000004470,0
ENSDARG00000014420,0
ENSDARG00000038768,0
ENSDARG00000038770,0
ENSDARG00000020960,0
ENSDARG00000042357,0
ENSDARG00000052215,0
ENSDARG00000086228,0
ENSDARG00000077698,0
ENSDARG00000052222,0
ENSDARG00000078953,0
ENSDARG00000059498,0
ENSDARG00000074443,0
ENSDARG00000097976,0
ENSDARG00000105223,0
ENSDARG00000101457,0
ENSDARG00000102161,0
ENSDARG00000043105,0
ENSDARG00000069937,0
ENSDARG00000031325,0
ENSDARG00000069940,0
ENSDARG00000089292,0
ENSDARG00000097006,0
ENSDARG00000010727,0
ENSDARG00000062799,0
ENSDARG00000078222,0
ENSDARG00000074362,0
ENSDARG00000006240,0
ENSDARG00000089883,0
ENSDARG00000002872,0
ENSDARG00000090871,0
ENSDARG00000089951,0
ENSDARG00000021233,0
ENSDARG00000073974,0
ENSDARG00000077249,0
ENSDARG00000077915,0
ENSDARG00000091754,0
ENSDARG00000029931,0
ENSDARG00000089922,0
ENSDARG00000052150,0
ENSDARG00000042338,0
ENSDARG00000078364,0
ENSDARG00000078904,0
ENSDARG00000098017,0
ENSDARG00000007603,0
ENSDARG00000007092,0
ENSDARG00000059475,1
ENSDARG00000052139,0
ENSDARG00000028048,0
ENSDARG00000098294,0
ENSDARG00000005679,0
ENSDARG00000079808,0
ENSDARG00000020265,0
ENSDARG00000022232,0
ENSDARG00000014929,0
ENSDARG00000016889,0
ENSDARG00000030756,0
ENSDARG00000036548,0
ENSDARG00000076144,0
ENSDARG00000098327,0
ENSDARG00000020976,0
ENSDARG00000004796,0
ENSDARG00000036541,0
ENSDARG00000069729,0
ENSDARG00000010918,0
ENSDARG00000079305,0
ENSDARG00000018393,0
ENSDARG00000035706,0
ENSDARG00000018109,0
ENSDARG00000013997,0
ENSDARG00000097737,0
ENSDARG00000078186,0
ENSDARG00000100149,0
ENSDARG00000079679,0
ENSDARG00000104587,0
ENSDARG00000103923,0
ENSDARG00000099841,0
ENSDARG00000005159,0
ENSDARG00000087954,0
ENSDARG00000086628,0
ENSDARG00000099465,0
ENSDARG00000001804,0
ENSDARG00000006522,0
ENSDARG00000021846,0
ENSDARG00000103739,0
ENSDARG00000059574,0
ENSDARG00000076742,0
ENSDARG00000032327,0
ENSDARG00000075261,0
ENSDARG00000040528,0
ENSDARG00000012192,0
ENSDARG00000052429,0
ENSDARG00000089291,0
ENSDARG00000031126,0
ENSDARG00000102254,0
ENSDARG00000052426,0
ENSDARG00000069878,0
ENSDARG00000014794,0
ENSDARG00000090901,0
ENSDARG00000052417,0
ENSDARG00000088258,0
ENSDARG00000087210,0
ENSDARG00000035952,0
ENSDARG00000052300,0
ENSDARG00000086459,0
ENSDARG00000031618,0
ENSDARG00000087306,0
ENSDARG00000088908,0
ENSDARG00000059567,0
ENSDARG00000014366,0
ENSDARG00000099222,0
ENSDARG00000078383,0
ENSDARG00000077732,0
ENSDARG00000043795,0
ENSDARG00000026834,0
ENSDARG00000059556,0
ENSDARG00000076807,0
ENSDARG00000102150,0
ENSDARG00000097523,0
ENSDARG00000059557,1
ENSDARG00000098821,0
ENSDARG00000074345,0
ENSDARG00000036844,0
ENSDARG00000036846,0
ENSDARG00000036852,0
ENSDARG00000099260,0
ENSDARG00000098465,0
ENSDARG00000102896,0
ENSDARG00000099516,0
ENSDARG00000103893,0
ENSDARG00000102828,1
ENSDARG00000100107,0
ENSDARG00000101919,0
ENSDARG00000074669,0
ENSDARG00000018903,0
ENSDARG00000076324,0
ENSDARG00000074086,1
ENSDARG00000088331,0
ENSDARG00000098021,0
ENSDARG00000096851,0
ENSDARG00000086332,0
ENSDARG00000031119,0
ENSDARG00000103947,0
ENSDARG00000074768,0
ENSDARG00000074317,0
ENSDARG00000076679,0
ENSDARG00000067607,1
ENSDARG00000056394,0
ENSDARG00000079482,0
ENSDARG00000041294,0
ENSDARG00000052344,0
ENSDARG00000067593,0
ENSDARG00000078281,0
ENSDARG00000076831,0
ENSDARG00000077080,0
ENSDARG00000037783,0
ENSDARG00000043923,0
ENSDARG00000059581,0
ENSDARG00000059582,0
ENSDARG00000104339,0
ENSDARG00000026759,0
ENSDARG00000096454,0
ENSDARG00000096307,0
ENSDARG00000038151,0
ENSDARG00000100374,0
ENSDARG00000105182,0
ENSDARG00000078416,0
ENSDARG00000045978,0
ENSDARG00000104322,0
ENSDARG00000054930,0
ENSDARG00000079884,0
ENSDARG00000015563,0
ENSDARG00000008030,0
ENSDARG00000012823,0
ENSDARG00000073684,0
ENSDARG00000074094,0
ENSDARG00000098837,0
ENSDARG00000101805,0
ENSDARG00000052142,0
ENSDARG00000003818,0
ENSDARG00000101131,0
ENSDARG00000077753,0
ENSDARG00000030166,0
ENSDARG00000103479,0
ENSDARG00000018782,0
ENSDARG00000015374,0
ENSDARG00000018623,0
ENSDARG00000096306,0
ENSDARG00000059128,0
ENSDARG00000077764,0
ENSDARG00000002510,0
ENSDARG00000006757,0
ENSDARG00000044431,0
ENSDARG00000102202,0
ENSDARG00000029252,0
ENSDARG00000027419,0
ENSDARG00000015126,0
ENSDARG00000100715,0
ENSDARG00000103195,0
ENSDARG00000102362,0
ENSDARG00000040455,0
ENSDARG00000075648,0
ENSDARG00000020863,0
ENSDARG00000102471,0
ENSDARG00000088225,0
ENSDARG00000099547,0
ENSDARG00000104130,0
ENSDARG00000104833,0
ENSDARG00000090904,0
ENSDARG00000063264,0
ENSDARG00000096414,0
ENSDARG00000044601,0
ENSDARG00000032725,0
ENSDARG00000063213,0
ENSDARG00000097122,0
ENSDARG00000063257,0
ENSDARG00000063153,0
ENSDARG00000058874,0
ENSDARG00000096411,0
ENSDARG00000005343,0
ENSDARG00000019360,0
ENSDARG00000096346,0
ENSDARG00000044628,0
ENSDARG00000077040,0
ENSDARG00000044615,0
ENSDARG00000006260,0
ENSDARG00000036700,0
ENSDARG00000096419,0
ENSDARG00000058820,0
ENSDARG00000058815,0
ENSDARG00000058893,0
ENSDARG00000009350,0
ENSDARG00000058903,0
ENSDARG00000000943,0
ENSDARG00000058953,0
ENSDARG00000031664,0
ENSDARG00000037000,0
ENSDARG00000006202,0
ENSDARG00000039578,0
ENSDARG00000000103,0
ENSDARG00000063062,0
ENSDARG00000012039,0
ENSDARG00000019181,0
ENSDARG00000074533,0
ENSDARG00000063295,0
ENSDARG00000071215,0
ENSDARG00000071213,0
ENSDARG00000062978,0
ENSDARG00000037059,0
ENSDARG00000037057,0
ENSDARG00000096398,0
ENSDARG00000019763,0
ENSDARG00000058660,0
ENSDARG00000096428,0
ENSDARG00000009782,0
ENSDARG00000025404,0
ENSDARG00000077580,0
ENSDARG00000071197,0
ENSDARG00000043685,0
ENSDARG00000059902,0
ENSDARG00000098645,0
ENSDARG00000071139,0
ENSDARG00000103253,0
ENSDARG00000071159,0
ENSDARG00000101032,0
ENSDARG00000098734,0
ENSDARG00000063538,0
ENSDARG00000073764,1
ENSDARG00000062884,1
ENSDARG00000092660,0
ENSDARG00000002402,0
ENSDARG00000003287,0
ENSDARG00000104353,0
ENSDARG00000027589,0
ENSDARG00000076924,0
ENSDARG00000076872,0
ENSDARG00000074248,0
ENSDARG00000006040,0
ENSDARG00000014875,0
ENSDARG00000007098,0
ENSDARG00000022461,0
ENSDARG00000005359,0
ENSDARG00000058165,0
ENSDARG00000079700,0
ENSDARG00000062744,0
ENSDARG00000089858,0
ENSDARG00000062687,0
ENSDARG00000062630,0
ENSDARG00000078814,0
ENSDARG00000007812,0
ENSDARG00000044565,0
ENSDARG00000071084,0
ENSDARG00000006639,0
ENSDARG00000029415,0
ENSDARG00000089697,0
ENSDARG00000044562,0
ENSDARG00000062594,0
ENSDARG00000016750,0
ENSDARG00000028119,0
ENSDARG00000096270,0
ENSDARG00000090156,0
ENSDARG00000074723,0
ENSDARG00000044551,0
ENSDARG00000033012,0
ENSDARG00000044549,0
ENSDARG00000073837,0
ENSDARG00000024847,0
ENSDARG00000057833,0
ENSDARG00000011571,0
ENSDARG00000096290,0
ENSDARG00000057782,1
ENSDARG00000090418,0
ENSDARG00000077073,0
ENSDARG00000045331,0
ENSDARG00000090872,0
ENSDARG00000097743,0
ENSDARG00000062430,0
ENSDARG00000023878,0
ENSDARG00000016311,0
ENSDARG00000011941,0
ENSDARG00000057688,0
ENSDARG00000057633,0
ENSDARG00000057683,0
ENSDARG00000097696,0
ENSDARG00000058323,0
ENSDARG00000071032,0
ENSDARG00000058325,0
ENSDARG00000103763,0
ENSDARG00000058341,0
ENSDARG00000104367,0
ENSDARG00000071025,0
ENSDARG00000044521,0
ENSDARG00000028546,0
ENSDARG00000062226,0
ENSDARG00000062217,0
ENSDARG00000071013,0
ENSDARG00000075041,0
ENSDARG00000023498,0
ENSDARG00000034685,0
ENSDARG00000022599,0
ENSDARG00000077047,0
ENSDARG00000020187,0
ENSDARG00000044511,0
ENSDARG00000062174,0
ENSDARG00000070995,0
ENSDARG00000097482,0
ENSDARG00000061505,0
ENSDARG00000061508,0
ENSDARG00000003991,0
ENSDARG00000043360,0
ENSDARG00000043361,0
ENSDARG00000061515,0
ENSDARG00000088515,0
ENSDARG00000095170,0
ENSDARG00000070991,0
ENSDARG00000058179,0
ENSDARG00000057276,0
ENSDARG00000002933,0
ENSDARG00000062123,0
ENSDARG00000030975,0
ENSDARG00000059712,0
ENSDARG00000041359,0
ENSDARG00000013938,0
ENSDARG00000076865,0
ENSDARG00000098290,0
ENSDARG00000078592,0
ENSDARG00000098726,0
ENSDARG00000090803,0
ENSDARG00000026767,0
ENSDARG00000074933,0
ENSDARG00000020820,0
ENSDARG00000019808,0
ENSDARG00000097346,0
ENSDARG00000014727,0
ENSDARG00000089054,0
ENSDARG00000033993,0
ENSDARG00000052470,0
ENSDARG00000070122,0
ENSDARG00000077765,0
ENSDARG00000003684,0
ENSDARG00000039241,0
ENSDARG00000003326,0
ENSDARG00000074024,0
ENSDARG00000052377,0
ENSDARG00000079811,0
ENSDARG00000052428,0
ENSDARG00000052423,0
ENSDARG00000039162,0
ENSDARG00000059642,0
ENSDARG00000078998,0
ENSDARG00000078576,0
ENSDARG00000089886,0
ENSDARG00000017211,0
ENSDARG00000059634,0
ENSDARG00000052351,0
ENSDARG00000077004,0
ENSDARG00000010873,0
ENSDARG00000038537,0
ENSDARG00000007196,0
ENSDARG00000052304,0
ENSDARG00000059613,0
ENSDARG00000096421,0
ENSDARG00000052288,0
ENSDARG00000101792,0
ENSDARG00000098520,0
ENSDARG00000105116,0
ENSDARG00000102531,0
ENSDARG00000100584,0
ENSDARG00000103485,0
ENSDARG00000098771,0
ENSDARG00000104793,0
ENSDARG00000104396,0
ENSDARG00000103207,0
ENSDARG00000099307,0
ENSDARG00000098433,0
ENSDARG00000098924,0
ENSDARG00000101126,0
ENSDARG00000103313,0
ENSDARG00000098787,0
ENSDARG00000101277,0
ENSDARG00000105190,0
ENSDARG00000103851,0
ENSDARG00000103900,0
ENSDARG00000103667,0
ENSDARG00000102080,0
ENSDARG00000105276,0
ENSDARG00000103494,0
ENSDARG00000101679,0
ENSDARG00000103173,0
ENSDARG00000105112,0
ENSDARG00000100003,0
ENSDARG00000099554,0
ENSDARG00000104571,0
ENSDARG00000098123,0
ENSDARG00000105098,0
ENSDARG00000103802,0
ENSDARG00000102802,0
ENSDARG00000099979,0
ENSDARG00000102025,0
ENSDARG00000100470,0
ENSDARG00000104361,0
ENSDARG00000103840,0
ENSDARG00000100836,0
ENSDARG00000099911,0
ENSDARG00000101791,0
ENSDARG00000103016,0
ENSDARG00000098222,0
ENSDARG00000101293,0
ENSDARG00000054749,0
ENSDARG00000062008,0
ENSDARG00000070929,0
