gene,logp
ENSDARG00000104632,-8.30261610180787
ENSDARG00000100422,-0.6827714778356808
ENSDARG00000102128,2.1011773842912462
ENSDARG00000103095,-1.005952399635973
ENSDARG00000102226,0.5796606314944681
ENSDARG00000104049,-0.17583388255159707
ENSDARG00000102474,2.196287182511463
ENSDARG00000045911,-0.44176825006652937
ENSDARG00000045910,0.098202062751962
ENSDARG00000045909,-0.12351380047746
ENSDARG00000025073,0.527303050674427
ENSDARG00000093924,-0.12254671490559252
ENSDARG00000099652,0.14372163801425503
ENSDARG00000101047,-1.1259572808558957
ENSDARG00000099833,1.1199200595165177
ENSDARG00000103870,0.4449020533450593
ENSDARG00000096118,-1.5274123061120775
ENSDARG00000045900,-0.43779178755455667
ENSDARG00000016968,-1.4124363044530206
ENSDARG00000102878,3.8347028272803447
ENSDARG00000059311,1.813711574906019
ENSDARG00000017386,0.36959093167650997
ENSDARG00000045898,1.3192329671673906
ENSDARG00000006060,0.15863645596834353
ENSDARG00000104018,-0.4977359779283971
ENSDARG00000102340,-0.6881542601732009
ENSDARG00000099129,-1.0673971511000122
ENSDARG00000101813,0.11812746787238425
ENSDARG00000063672,0.7338134736549278
ENSDARG00000018149,0.9883084572855254
ENSDARG00000045886,2.4829302021365938
ENSDARG00000045885,0.29684896457150495
ENSDARG00000007413,1.068468203879263
ENSDARG00000097341,-0.04247140144954558
ENSDARG00000045880,-0.20450659301255344
ENSDARG00000009657,0.07134006097245466
ENSDARG00000093658,0.4980120066160416
ENSDARG00000026839,-0.123524262669772
ENSDARG00000016979,0.20663325965133134
ENSDARG00000070477,1.8573660031015335
ENSDARG00000045878,0.3675729952273862
ENSDARG00000045877,0.8772438061237637
ENSDARG00000079391,0.10811440629209584
ENSDARG00000015921,0.7745972870409595
ENSDARG00000061544,-0.026286911404156107
ENSDARG00000020812,0.6416544743633624
ENSDARG00000009262,2.907026547447981
ENSDARG00000018618,2.0692396107082915
ENSDARG00000045874,0.3670968415862955
ENSDARG00000057468,0.046611606751204994
ENSDARG00000079143,0.47228525417819317
ENSDARG00000057714,1.243241106092296
ENSDARG00000045224,1.7069295417853148
ENSDARG00000011246,1.5556671396129806
ENSDARG00000053709,0.055540223186164056
ENSDARG00000039724,0.8952549684815742
ENSDARG00000070441,1.3556938721530805
ENSDARG00000011961,1.3194196183714
ENSDARG00000008986,2.3958084860690034
ENSDARG00000008235,0.05388419064577663
ENSDARG00000006567,0.2411767956010135
ENSDARG00000016231,-1.704884264493324
ENSDARG00000016749,-0.7701655600952403
ENSDARG00000004227,0.25555020846891696
ENSDARG00000006038,1.4546796331340484
ENSDARG00000045870,0.32807985554820873
ENSDARG00000017757,0.04672870088501033
ENSDARG00000030598,-3.423443069072542
ENSDARG00000097907,0.7718447807926481
ENSDARG00000089860,0.043661530884774716
ENSDARG00000097073,-0.05671482113435647
ENSDARG00000039843,1.305827831863745
ENSDARG00000077654,-0.23254634029097354
ENSDARG00000070414,-1.3331500672044125
ENSDARG00000033296,-0.6046232441883107
ENSDARG00000006283,-0.10888582887490607
ENSDARG00000016691,0.4579171959268661
ENSDARG00000101363,-1.2126564249180662
ENSDARG00000095042,-0.9883625013019556
ENSDARG00000059043,0.20877779996228715
ENSDARG00000075281,-0.2740671359055229
ENSDARG00000023766,-0.02498151104930078
ENSDARG00000039356,1.552919696937032
ENSDARG00000059064,-0.037592912777823645
ENSDARG00000090401,1.6278039231660884
ENSDARG00000063578,0.21552200927813384
ENSDARG00000063563,-0.5191284966849827
ENSDARG00000039350,0.46664218710748506
ENSDARG00000069607,0.04365060137116278
ENSDARG00000059053,1.5466843723605725
ENSDARG00000092677,0.860779313676595
ENSDARG00000020871,1.4389920747363265
ENSDARG00000039346,-0.2289475640684213
ENSDARG00000097044,-0.14607478079239483
ENSDARG00000059003,-0.16480863796994924
ENSDARG00000039343,0.22609792119213995
ENSDARG00000039340,-0.09893579358449979
ENSDARG00000070408,0.6942162441909937
ENSDARG00000045858,-0.23417842957734045
ENSDARG00000045853,1.1514048623409985
ENSDARG00000095324,-0.812072499041202
ENSDARG00000030694,-0.05122052651328967
ENSDARG00000096037,0.2898456612563207
ENSDARG00000045850,-0.7650344647427736
ENSDARG00000063481,0.048087760936975255
ENSDARG00000045847,4.466786942657434
ENSDARG00000045846,1.1520922012142143
ENSDARG00000045843,0.0971743536577418
ENSDARG00000031956,-3.52844884533882
ENSDARG00000070220,-0.1583483310082643
ENSDARG00000009607,-0.05660172843080818
ENSDARG00000024654,-3.4731494216853
ENSDARG00000040610,1.2696020888205257
ENSDARG00000003200,-0.48594834385078983
ENSDARG00000091640,-1.2285711406575253
ENSDARG00000073858,-0.20628423156644538
ENSDARG00000099560,-1.7280854214151637
ENSDARG00000099280,1.0301337227636302
ENSDARG00000101680,-0.25790666092692044
ENSDARG00000098745,-0.20564231796612792
ENSDARG00000074223,-0.26715015573247025
ENSDARG00000091974,-2.8234592389228115
ENSDARG00000005453,-2.067677547724025
ENSDARG00000099281,-1.6850879062214645
ENSDARG00000068705,1.0814485644026048
ENSDARG00000068708,-0.12999244423272188
ENSDARG00000024874,0.3059155030807295
ENSDARG00000102702,-0.15487231789032244
ENSDARG00000070314,-0.6242674644449071
ENSDARG00000018688,-3.320049270925839
ENSDARG00000079470,-0.4582803525566813
ENSDARG00000086740,-1.1293892408615744
ENSDARG00000027799,-0.027357920920324588
ENSDARG00000045815,0.5065862996542908
ENSDARG00000078073,0.282661444618756
ENSDARG00000075025,-0.46816240613271126
ENSDARG00000026052,0.007821982173890442
ENSDARG00000002663,0.5575604365997276
ENSDARG00000039392,-5.048697884439269
ENSDARG00000076014,-0.6512536000809834
ENSDARG00000102464,1.8066579622982906
ENSDARG00000101849,-0.8596564801714982
ENSDARG00000093557,-0.027805800800462816
ENSDARG00000103537,-1.4600129110704636
ENSDARG00000102020,0.3917300815978477
ENSDARG00000063097,-0.6691938255531458
ENSDARG00000039681,-0.5109349109941304
ENSDARG00000070230,0.8468150980166268
ENSDARG00000077926,0.8297288248436082
ENSDARG00000073881,-0.06672842742636796
ENSDARG00000034375,0.1387249367261437
ENSDARG00000039185,0.5329295392058582
ENSDARG00000058127,0.9273594172951163
ENSDARG00000045788,-0.4012255568932434
ENSDARG00000045789,-0.8944348478922354
ENSDARG00000045790,0.018251058113827635
ENSDARG00000058159,-2.435678599686782
ENSDARG00000063149,-2.42222014491265
ENSDARG00000025859,0.10418885071394915
ENSDARG00000091656,0.46050287913260735
ENSDARG00000058030,0.5897297612528625
ENSDARG00000045704,-0.2554826736117476
ENSDARG00000025824,-0.1483567423542972
ENSDARG00000004386,0.0066403545490173925
ENSDARG00000045706,0.03627902401448572
ENSDARG00000094732,1.9835991762199983
ENSDARG00000057983,-0.3714226021293305
ENSDARG00000063008,-0.6214440401289045
ENSDARG00000057974,-0.7951427572003701
ENSDARG00000003570,-0.5610853627261484
ENSDARG00000062983,2.016486603769061
ENSDARG00000045708,0.29991878710542774
ENSDARG00000062968,-0.6085892462915493
ENSDARG00000057929,3.7626307921274234
ENSDARG00000018820,-2.598582471590388
ENSDARG00000034326,1.0837558055352463
ENSDARG00000094973,-1.5738619633852236
ENSDARG00000045748,0.0823420082025689
ENSDARG00000097175,-1.6261425025589435
ENSDARG00000093014,-2.061806378613202
ENSDARG00000045749,-3.5655460863875033
ENSDARG00000045753,-3.642104877542818
ENSDARG00000045754,0.3666957902158441
