gene,logp
ENSDARG00000104632,-2.0619552530263157
ENSDARG00000100422,2.9055354603776036
ENSDARG00000102128,-0.6276514221447661
ENSDARG00000103095,-0.20240402857796894
ENSDARG00000102226,1.1030574181675579
ENSDARG00000104049,-0.26184176551166083
ENSDARG00000102474,-0.03427818437078555
ENSDARG00000045911,-1.5122401941107977
ENSDARG00000045910,1.177313068574523
ENSDARG00000045909,0.042393319234767586
ENSDARG00000025073,-1.0949992706600573
ENSDARG00000093924,0.19894330572219665
ENSDARG00000099652,-0.5554069556619293
ENSDARG00000101047,-0.0617676414530187
ENSDARG00000099833,-0.9093819017379109
ENSDARG00000103870,0.023735402023274888
ENSDARG00000096118,-0.5544780022296186
ENSDARG00000045900,-1.0053704986197332
ENSDARG00000016968,-2.8367284279494673
ENSDARG00000102878,-0.05450529265678949
ENSDARG00000059311,0.11799398840013736
ENSDARG00000017386,0.8761705403334563
ENSDARG00000045898,0.5953384347788357
ENSDARG00000006060,-0.765078930954911
ENSDARG00000104018,-2.0813043778264007
ENSDARG00000102340,0.45310815824921796
ENSDARG00000099129,-0.8588449472689942
ENSDARG00000101813,1.7153683650180123
ENSDARG00000063672,-0.2330122067183479
ENSDARG00000018149,2.206800021841656
ENSDARG00000045886,8.876364840121047
ENSDARG00000045885,-0.53723440145109
ENSDARG00000007413,0.5471003945712768
ENSDARG00000097341,-0.43969208315640407
ENSDARG00000045880,-0.18736414563797482
ENSDARG00000009657,-0.7708474007135548
ENSDARG00000093658,0.73945239507699
ENSDARG00000026839,-0.05537617655010499
ENSDARG00000016979,-0.309765877928433
ENSDARG00000070477,-0.06991779087266493
ENSDARG00000045878,-3.5818314015561756
ENSDARG00000045877,0.12299847203510551
ENSDARG00000079391,0.5219026165444359
ENSDARG00000015921,-2.084337225858312
ENSDARG00000061544,2.74589070901863
ENSDARG00000020812,-0.3758319821859596
ENSDARG00000009262,0.4975787215195268
ENSDARG00000018618,-0.1049323268881632
ENSDARG00000045874,-0.20582417715261683
ENSDARG00000057468,0.2636911770818832
ENSDARG00000079143,0.010599437030099908
ENSDARG00000057714,-0.4144693705786875
ENSDARG00000045224,-1.1109285242271525
ENSDARG00000011246,-0.8954721067113942
ENSDARG00000053709,1.271652390674566
ENSDARG00000039724,-0.03976102776958108
ENSDARG00000070441,-0.8422250688249627
ENSDARG00000011961,-1.564801053866941
ENSDARG00000008986,1.8615180537894462
ENSDARG00000008235,-0.2806507470759781
ENSDARG00000006567,0.01384893891045114
ENSDARG00000016231,0.1115399739416491
ENSDARG00000016749,1.5131245936286852
ENSDARG00000004227,0.4457690744471912
ENSDARG00000006038,-0.6544780490840684
ENSDARG00000045870,3.199647281606989
ENSDARG00000017757,-0.052557390714929465
ENSDARG00000030598,-0.4484286687145213
ENSDARG00000097907,1.7715962595114936
ENSDARG00000089860,-0.7465002531949835
ENSDARG00000097073,0.07664942741386759
ENSDARG00000039843,-0.22813610917584115
ENSDARG00000077654,-0.023201001351344532
ENSDARG00000070414,-0.4373817859267487
ENSDARG00000033296,-2.655067118396239
ENSDARG00000006283,0.3145912901087323
ENSDARG00000016691,-0.48388451454196246
ENSDARG00000101363,-0.4643372593697803
ENSDARG00000095042,-0.2119183597406913
ENSDARG00000059043,0.6897524514908432
ENSDARG00000075281,-2.6693076714390767
ENSDARG00000023766,0.19007352848488104
ENSDARG00000039356,0.27607466745925685
ENSDARG00000059064,-1.0816744621597387
ENSDARG00000090401,-1.1342537174645244
ENSDARG00000063578,0.3850927815626709
ENSDARG00000063563,-1.5021803075014057
ENSDARG00000039350,0.10561895938166808
ENSDARG00000069607,-0.5759699462955951
ENSDARG00000059053,0.13236364881431242
ENSDARG00000092677,0.058503406132857975
ENSDARG00000020871,0.24247495361570537
ENSDARG00000039346,-0.0203783053616841
ENSDARG00000097044,0.050192855632865976
ENSDARG00000059003,-0.001393569041828435
ENSDARG00000039343,-1.2278650514122635
ENSDARG00000039340,8.090535136290772
ENSDARG00000070408,3.582934759954621
ENSDARG00000045858,2.5268130452974127
ENSDARG00000045853,0.6785747494115307
ENSDARG00000095324,-0.38974268551918806
ENSDARG00000030694,-0.48432941204063773
ENSDARG00000096037,-0.1681049737305574
ENSDARG00000045850,-0.2803161434830428
ENSDARG00000063481,-0.45770274331657934
ENSDARG00000045847,0.5545906310924685
ENSDARG00000045846,2.213647964884836
ENSDARG00000045843,-0.053494831773429626
ENSDARG00000031956,-0.052762290031590914
ENSDARG00000070220,-1.951610231402682
ENSDARG00000009607,0.9305960635609735
ENSDARG00000024654,1.475841803962057
ENSDARG00000040610,2.490535210149755
ENSDARG00000003200,-0.06201519866868369
ENSDARG00000091640,-0.7066996550706869
ENSDARG00000073858,-1.3773575445892836
ENSDARG00000099560,-1.2675967373917911
ENSDARG00000099280,-0.045314304118530144
ENSDARG00000101680,-0.13782194225030853
ENSDARG00000098745,-0.19868881711819936
ENSDARG00000074223,1.2516686519772553
ENSDARG00000091974,-1.0224833705314242
ENSDARG00000005453,-0.1629579893970478
ENSDARG00000099281,-0.7931050599634822
ENSDARG00000068705,0.16798752682946905
ENSDARG00000068708,-1.6387012607018487
ENSDARG00000024874,1.2256891574581352
ENSDARG00000102702,-0.23956122583610315
ENSDARG00000070314,2.559088451684755
ENSDARG00000018688,-0.6502833567282759
ENSDARG00000079470,0.20098159557279804
ENSDARG00000086740,0.6008558566853117
ENSDARG00000027799,0.06386876501096397
ENSDARG00000045815,-0.45759695256691835
ENSDARG00000078073,-3.7169939722289618
ENSDARG00000075025,-1.3950720737480817
ENSDARG00000026052,0.14750482641064586
ENSDARG00000002663,0.19055205057580482
ENSDARG00000039392,-1.6726462065764658
ENSDARG00000076014,0.8458248754364195
ENSDARG00000102464,0.7459810651799426
ENSDARG00000101849,-0.5492095308628536
ENSDARG00000093557,-1.0516723447117278
ENSDARG00000103537,0.016461157847994578
ENSDARG00000102020,1.42709532781614
ENSDARG00000063097,-0.859143794145538
ENSDARG00000039681,0.44006762491465035
ENSDARG00000070230,2.0686118082644858
ENSDARG00000077926,-0.5309556059278997
ENSDARG00000073881,-0.23718628758598415
ENSDARG00000034375,0.14705052103736593
ENSDARG00000039185,-0.032633204382069084
ENSDARG00000058127,0.11730225113161363
ENSDARG00000045788,0.3306513998358864
ENSDARG00000045789,-2.404829514577387
ENSDARG00000045790,-0.8532517202449755
ENSDARG00000058159,1.6045353197874852
ENSDARG00000063149,1.2133000251112103
ENSDARG00000025859,23.64162452813867
ENSDARG00000091656,0.7595298097079943
ENSDARG00000058030,-0.7343835648088957
ENSDARG00000045704,0.9327076937379019
ENSDARG00000025824,-5.6307000788025565
ENSDARG00000004386,-2.07118258875562
ENSDARG00000045706,0.3141045069402555
ENSDARG00000094732,-1.0854929180389499
ENSDARG00000057983,-0.23158187972184244
ENSDARG00000063008,-2.2940061530877935
ENSDARG00000057974,1.9556005165024803
ENSDARG00000003570,4.480790452426645
ENSDARG00000062983,-0.28142199043802385
ENSDARG00000045708,3.668004552619654
ENSDARG00000062968,-0.47921705427683
ENSDARG00000057929,2.3884480988088024
ENSDARG00000018820,-1.1269655746135852
ENSDARG00000034326,-0.5831530837068496
ENSDARG00000094973,-1.7444160300908276
ENSDARG00000045748,-0.003905929452075343
ENSDARG00000097175,-1.4122287948126175
ENSDARG00000093014,-0.13457772925609301
ENSDARG00000045749,-1.5290476905302866
ENSDARG00000045753,-0.3998681502621773
ENSDARG00000045754,-3.9181724465629926
ENSDARG00000045755,-0.033577604867293234
ENSDARG00000096083,-1.5165706759170694
ENSDARG00000045758,-1.1916576561936594
ENSDARG00000001781,-0.021344727956909695
ENSDARG00000019235,0.3941813337220069
ENSDARG00000063299,0.16188737251764715
ENSDARG00000003822,-0.19818403135000598
ENSDARG00000005451,0.0880762598742389
ENSDARG00000079698,0.5728812626088993
ENSDARG00000045765,0.0905196751694386
ENSDARG00000032765,-0.49702882939766907
ENSDARG00000025576,-0.24339676039384764
ENSDARG00000096099,0.7819371657486942
ENSDARG00000005891,1.048255787836157
ENSDARG00000063255,-0.901969258492165
ENSDARG00000045768,2.390991428348327
ENSDARG00000032242,0.6111685417521023
ENSDARG00000058366,0.30191480311036184
ENSDARG00000017661,0.21823571701998612
ENSDARG00000020015,-0.9181550081824543
ENSDARG00000006747,-0.32998323266187024
ENSDARG00000007639,-1.1089632390720414
ENSDARG00000041665,-2.4678021581762297
ENSDARG00000087319,-0.7772083960264526
ENSDARG00000058244,1.2382727638480748
ENSDARG00000019396,-0.1538126639518038
ENSDARG00000013476,-0.42152308083041506
ENSDARG00000008720,-3.0188382494124455
ENSDARG00000032618,3.4420276959836422
ENSDARG00000022165,-0.6744211210460342
ENSDARG00000005897,-0.27699485479081687
ENSDARG00000053127,-1.0295096285778937
ENSDARG00000053131,0.5144741510868881
ENSDARG00000053136,0.292122499942862
ENSDARG00000069912,-0.08877309379672936
ENSDARG00000045658,2.453798663236682
ENSDARG00000015824,-0.09802395860024311
ENSDARG00000005541,0.18394280771447524
ENSDARG00000014361,-0.5938469629279377
ENSDARG00000094001,0.26298886376438846
ENSDARG00000097457,0.10578696715317837
ENSDARG00000096135,0.5569982499354011
ENSDARG00000015053,3.8928415761554005
ENSDARG00000017841,-0.800588506119144
ENSDARG00000045669,2.4599814156822113
ENSDARG00000094646,-2.31593948375357
ENSDARG00000045675,0.2808483812939175
ENSDARG00000045676,0.489134371507168
ENSDARG00000045680,0.12435036614330684
ENSDARG00000045681,0.16942300624739845
ENSDARG00000078745,-2.4065364176306634
ENSDARG00000006396,0.763935437784157
ENSDARG00000045687,0.6857020752408044
ENSDARG00000022550,-1.3362302364448415
ENSDARG00000045692,-0.7077153191670122
ENSDARG00000045694,-1.4325586876271095
ENSDARG00000086259,-0.5134303322872273
ENSDARG00000090957,-1.6087495907934861
ENSDARG00000096149,0.28928785230529935
ENSDARG00000069780,-1.4797002051980437
ENSDARG00000011661,-2.66728772033416
ENSDARG00000062797,1.234417662932093
ENSDARG00000020086,-1.695569333675356
ENSDARG00000096496,0.0029442242787332384
ENSDARG00000092161,0.18115441727949594
ENSDARG00000003811,-1.5866832262454735
ENSDARG00000094799,-0.4526957997964135
ENSDARG00000015985,1.1075414631198233
ENSDARG00000057334,2.2766818941032203
ENSDARG00000045595,-0.2415650101278499
ENSDARG00000006215,0.9936424524134266
ENSDARG00000045598,0.40259415860857134
ENSDARG00000017366,-1.9242703315524037
ENSDARG00000020101,-0.19879927515504106
ENSDARG00000022424,5.1710901199539325
ENSDARG00000004497,0.7383439437904724
ENSDARG00000002952,-3.7482114812406704
ENSDARG00000045601,1.4772992483947618
ENSDARG00000007764,-1.4628154102924504
ENSDARG00000062651,-1.2190116159892634
ENSDARG00000000019,-1.286250560606678
ENSDARG00000000018,-1.6245734288429192
ENSDARG00000092341,0.051427187087347864
ENSDARG00000019328,-1.2997718030344105
ENSDARG00000032919,-0.06227925740135776
ENSDARG00000004336,0.2641790273903819
ENSDARG00000069698,0.25373643008678065
ENSDARG00000069692,-0.13736715985867978
ENSDARG00000034823,-1.6358713081230942
ENSDARG00000095323,0.10564159742405604
ENSDARG00000012684,-5.338461131055438
ENSDARG00000056954,0.14141834123257446
ENSDARG00000056950,0.01048239838414846
ENSDARG00000088002,-0.24882658045581993
ENSDARG00000027249,0.792275509211395
ENSDARG00000020749,-0.1540948391998596
