kegg	gene
dre01040	317738
dre01040	322626
dre01040	326954
dre01040	327417
dre01040	334121
dre01040	386661
dre01040	393425
dre01040	393441
dre01040	406421
dre01040	431754
dre01040	447878
dre01040	449662
dre01040	550422
dre01040	553326
dre01040	553401
dre01040	553440
dre01040	553734
dre01040	561303
dre01040	562047
dre01040	566085
dre01040	678614
dre01040	793834
dre01040	798606
dre01100	100000026
dre01100	100000478
dre01100	100000654
dre01100	100000723
dre01100	100000750
dre01100	100000775
dre01100	100000859
dre01100	100000978
dre01100	100000992
dre01100	100001532
dre01100	100001552
dre01100	100002015
dre01100	100002020
dre01100	100002035
dre01100	100002145
dre01100	100002302
dre01100	100002366
dre01100	100002384
dre01100	100002812
dre01100	100003066
dre01100	100003139
dre01100	100003383
dre01100	100003554
dre01100	100003595
dre01100	100003675
dre01100	100003996
dre01100	100004018
dre01100	100004136
dre01100	100004331
dre01100	100004557
dre01100	100004566
dre01100	100004700
dre01100	100004977
dre01100	100005067
dre01100	100005158
dre01100	100005587
dre01100	100005704
dre01100	100005763
dre01100	100006023
dre01100	100006320
dre01100	100006589
dre01100	100007670
dre01100	100007686
dre01100	100008541
dre01100	100034366
dre01100	100034406
dre01100	100034522
dre01100	100037312
dre01100	100037331
dre01100	100037338
dre01100	100037349
dre01100	100037356
dre01100	100037390
dre01100	100038785
dre01100	100038790
dre01100	100048920
dre01100	100073330
dre01100	100126013
dre01100	100126133
dre01100	100136853
dre01100	100136866
dre01100	100137124
dre01100	100141344
dre01100	100141496
dre01100	100144569
dre01100	100144628
dre01100	100147850
dre01100	100148522
dre01100	100148642
dre01100	100148744
dre01100	100148818
dre01100	100148828
dre01100	100148922
dre01100	100149268
dre01100	100149324
dre01100	100149838
dre01100	100149843
dre01100	100150090
dre01100	100150463
dre01100	100150674
dre01100	100150924
dre01100	100150934
dre01100	100151036
dre01100	100151256
dre01100	100170813
dre01100	100192219
dre01100	100310831
dre01100	100317089
dre01100	100317129
dre01100	100329505
dre01100	100329827
dre01100	100329944
dre01100	100330155
dre01100	100330160
dre01100	100330410
dre01100	100330514
dre01100	100330695
dre01100	100330772
dre01100	100330864
dre01100	100331020
dre01100	100331155
dre01100	100331172
dre01100	100331179
dre01100	100331460
dre01100	100331575
dre01100	100331649
dre01100	100331665
dre01100	100331840
dre01100	100331984
dre01100	100332034
dre01100	100332076
dre01100	100332215
dre01100	100332609
dre01100	100332784
dre01100	100332843
dre01100	100332911
dre01100	100333064
dre01100	100333135
dre01100	100333145
dre01100	100333321
dre01100	100333333
dre01100	100333524
dre01100	100333665
dre01100	100333757
dre01100	100333777
dre01100	100333801
dre01100	100333987
dre01100	100334231
dre01100	100334730
dre01100	100334830
dre01100	100534896
dre01100	100535432
dre01100	100535692
dre01100	100536156
dre01100	100536353
dre01100	100536469
dre01100	100537538
dre01100	100537991
dre01100	100538007
dre01100	101669768
dre01100	101882295
dre01100	101882461
dre01100	101883349
dre01100	101884072
dre01100	101885014
dre01100	101886595
dre01100	101886891
dre01100	101887155
dre01100	103908621
dre01100	103909024
dre01100	103909643
dre01100	103910021
dre01100	103910413
dre01100	108179092
dre01100	108179208
dre01100	108181664
dre01100	114426
dre01100	114551
dre01100	116517
dre01100	116713
dre01100	116991
dre01100	140512
dre01100	140519
dre01100	140520
dre01100	140531
dre01100	140532
dre01100	140533
dre01100	140534
dre01100	140535
dre01100	140536
dre01100	140538
dre01100	140539
dre01100	140540
dre01100	140541
dre01100	140620
dre01100	140622
dre01100	140634
dre01100	140744
dre01100	192305
dre01100	192309
dre01100	192315
dre01100	192320
dre01100	192334
dre01100	192335
dre01100	192336
dre01100	195824
dre01100	246094
dre01100	246095
dre01100	246226
dre01100	246227
dre01100	259189
dre01100	259251
dre01100	260441
dre01100	266797
dre01100	266799
dre01100	266987
dre01100	266992
dre01100	280648
dre01100	282559
dre01100	282672
dre01100	286779
dre01100	30083
dre01100	30084
dre01100	30085
dre01100	30086
dre01100	30095
dre01100	30207
dre01100	30381
dre01100	30384
dre01100	30390
dre01100	30430
dre01100	30440
dre01100	30496
dre01100	30497
dre01100	30505
dre01100	30554
dre01100	30617
dre01100	30643
dre01100	30644
dre01100	30659
dre01100	30685
dre01100	30733
dre01100	30740
dre01100	317737
dre01100	317740
dre01100	317743
dre01100	317744
dre01100	317745
dre01100	317746
dre01100	321084
dre01100	321193
dre01100	321218
dre01100	321224
dre01100	321243
dre01100	321294
dre01100	321621
dre01100	321664
dre01100	321720
dre01100	321724
dre01100	321793
dre01100	321892
dre01100	321928
dre01100	321951
dre01100	322055
dre01100	322059
dre01100	322089
dre01100	322228
dre01100	322229
dre01100	322339
dre01100	322341
dre01100	322372
dre01100	322420
dre01100	322481
dre01100	322513
dre01100	322533
dre01100	322549
dre01100	322605
dre01100	322609
dre01100	322614
dre01100	322626
dre01100	322660
dre01100	322670
dre01100	322720
dre01100	322732
dre01100	322780
dre01100	322811
dre01100	323020
dre01100	323107
dre01100	323329
dre01100	323613
dre01100	323653
dre01100	323918
dre01100	323929
dre01100	323994
dre01100	324052
dre01100	324079
dre01100	324088
dre01100	324188
dre01100	324201
dre01100	324211
dre01100	324307
dre01100	324407
dre01100	324510
dre01100	324556
dre01100	324845
dre01100	324947
dre01100	325316
dre01100	325402
dre01100	325561
dre01100	325603
dre01100	325712
dre01100	325875
dre01100	326857
dre01100	326962
dre01100	326975
dre01100	326977
dre01100	327057
dre01100	327075
dre01100	327078
dre01100	327165
dre01100	327288
dre01100	327329
dre01100	327346
dre01100	327417
dre01100	327462
dre01100	327506
dre01100	327507
dre01100	327512
dre01100	327566
dre01100	327590
dre01100	327601
dre01100	327635
dre01100	333974
dre01100	333997
dre01100	334082
dre01100	334116
dre01100	334161
dre01100	334195
dre01100	334197
dre01100	334270
dre01100	334420
dre01100	334431
dre01100	334494
dre01100	334561
dre01100	334669
dre01100	334897
dre01100	335025
dre01100	335159
dre01100	335176
dre01100	335191
dre01100	335231
dre01100	335485
dre01100	335538
dre01100	335709
dre01100	335715
dre01100	335716
dre01100	335774
dre01100	335817
dre01100	335974
dre01100	335985
dre01100	336118
dre01100	336257
dre01100	336425
dre01100	336473
dre01100	336492
dre01100	336526
dre01100	336606
dre01100	336798
dre01100	336957
dre01100	337131
dre01100	337166
dre01100	337236
dre01100	337333
dre01100	337412
dre01100	337489
dre01100	337583
dre01100	337599
dre01100	337696
dre01100	337784
dre01100	338290
dre01100	338306
dre01100	352933
dre01100	352943
dre01100	359839
dre01100	359840
dre01100	368220
dre01100	368229
dre01100	368239
dre01100	368242
dre01100	368262
dre01100	368477
dre01100	368717
dre01100	368775
dre01100	368907
dre01100	368912
dre01100	369193
dre01100	373082
dre01100	373092
dre01100	373131
dre01100	373132
dre01100	373866
dre01100	373867
dre01100	373884
dre01100	378441
dre01100	378446
dre01100	378713
dre01100	378722
dre01100	378727
dre01100	378847
dre01100	378960
dre01100	378962
dre01100	378963
dre01100	378968
dre01100	386710
dre01100	386801
dre01100	386951
dre01100	387303
dre01100	387530
dre01100	393096
dre01100	393105
dre01100	393108
dre01100	393113
dre01100	393127
dre01100	393135
dre01100	393143
dre01100	393201
dre01100	393257
dre01100	393264
dre01100	393305
dre01100	393315
dre01100	393330
dre01100	393335
dre01100	393350
dre01100	393361
dre01100	393365
dre01100	393387
dre01100	393400
dre01100	393421
dre01100	393423
dre01100	393448
dre01100	393455
dre01100	393461
dre01100	393462
dre01100	393469
dre01100	393478
dre01100	393487
dre01100	393497
dre01100	393526
dre01100	393528
dre01100	393532
dre01100	393538
dre01100	393539
dre01100	393549
dre01100	393559
dre01100	393580
dre01100	393584
dre01100	393592
dre01100	393598
dre01100	393622
dre01100	393641
dre01100	393649
dre01100	393657
dre01100	393668
dre01100	393675
dre01100	393677
dre01100	393687
dre01100	393697
dre01100	393700
dre01100	393703
dre01100	393714
dre01100	393720
dre01100	393744
dre01100	393753
dre01100	393761
dre01100	393764
dre01100	393774
dre01100	393776
dre01100	393778
dre01100	393781
dre01100	393782
dre01100	393793
dre01100	393799
dre01100	393821
dre01100	393829
dre01100	393838
dre01100	393839
dre01100	393857
dre01100	393860
dre01100	393864
dre01100	393867
dre01100	393884
dre01100	393906
dre01100	393912
dre01100	393926
dre01100	393931
dre01100	393935
dre01100	393938
dre01100	393943
dre01100	393970
dre01100	393982
dre01100	393997
dre01100	394000
dre01100	394009
dre01100	394021
dre01100	394033
dre01100	394052
dre01100	394060
dre01100	394075
dre01100	394083
dre01100	394103
dre01100	394110
dre01100	394114
dre01100	394129
dre01100	394130
dre01100	394133
dre01100	394135
dre01100	394138
dre01100	394142
dre01100	394148
dre01100	394151
dre01100	394155
dre01100	394156
dre01100	394161
dre01100	394162
dre01100	394170
dre01100	394181
dre01100	394188
dre01100	394190
dre01100	394230
dre01100	394240
dre01100	394246
dre01100	394247
dre01100	399479
dre01100	399481
dre01100	399485
dre01100	399662
dre01100	399692
dre01100	402799
dre01100	402802
dre01100	402826
dre01100	402827
dre01100	402842
dre01100	402856
dre01100	402868
dre01100	402874
dre01100	402880
dre01100	402883
dre01100	402942
dre01100	402953
dre01100	402979
dre01100	402985
dre01100	402994
dre01100	403051
dre01100	403068
dre01100	403070
dre01100	403086
dre01100	403116
dre01100	404036
dre01100	404620
dre01100	404623
dre01100	404633
dre01100	404730
dre01100	404731
dre01100	405776
dre01100	405800
dre01100	405806
dre01100	405822
dre01100	405829
dre01100	405845
dre01100	405861
dre01100	405863
dre01100	405867
dre01100	406259
dre01100	406265
dre01100	406283
dre01100	406290
dre01100	406298
dre01100	406299
dre01100	406301
dre01100	406306
dre01100	406325
dre01100	406330
dre01100	406338
dre01100	406339
dre01100	406342
dre01100	406359
dre01100	406367
dre01100	406370
dre01100	406383
dre01100	406385
dre01100	406405
dre01100	406408
dre01100	406413
dre01100	406421
dre01100	406428
dre01100	406449
dre01100	406470
dre01100	406473
dre01100	406474
dre01100	406477
dre01100	406496
dre01100	406539
dre01100	406554
dre01100	406575
dre01100	406590
dre01100	406599
dre01100	406605
dre01100	406619
dre01100	406648
dre01100	406651
dre01100	406662
dre01100	406667
dre01100	406688
dre01100	406696
dre01100	406702
dre01100	406726
dre01100	406731
dre01100	406734
dre01100	406739
dre01100	406746
dre01100	406762
dre01100	406791
dre01100	406819
dre01100	406828
dre01100	406831
dre01100	407614
dre01100	407653
dre01100	407659
dre01100	407673
dre01100	407700
dre01100	407712
dre01100	407715
dre01100	407989
dre01100	414331
dre01100	415103
dre01100	415152
dre01100	415158
dre01100	415208
dre01100	415216
dre01100	415227
dre01100	415239
dre01100	415243
dre01100	415247
dre01100	415253
dre01100	431716
dre01100	431723
dre01100	431724
dre01100	431727
dre01100	431743
dre01100	431754
dre01100	431773
dre01100	436588
dre01100	436597
dre01100	436600
dre01100	436603
dre01100	436604
dre01100	436610
dre01100	436622
dre01100	436627
dre01100	436646
dre01100	436647
dre01100	436664
dre01100	436672
dre01100	436733
dre01100	436747
dre01100	436749
dre01100	436754
dre01100	436762
dre01100	436768
dre01100	436799
dre01100	436817
dre01100	436826
dre01100	436827
dre01100	436838
dre01100	436850
dre01100	436852
dre01100	436893
dre01100	436896
dre01100	436903
dre01100	436909
dre01100	436914
dre01100	436919
dre01100	436922
dre01100	436930
dre01100	436949
dre01100	436958
dre01100	436968
dre01100	436989
dre01100	437016
dre01100	437018
dre01100	437019
dre01100	437022
dre01100	445022
dre01100	445042
dre01100	445069
dre01100	445071
dre01100	445094
dre01100	445097
dre01100	445118
dre01100	445121
dre01100	445122
dre01100	445129
dre01100	445168
dre01100	445170
dre01100	445175
dre01100	445182
dre01100	445194
dre01100	445202
dre01100	445281
dre01100	445287
dre01100	445288
dre01100	445290
dre01100	445291
dre01100	445326
dre01100	445327
dre01100	445376
dre01100	445412
dre01100	445486
dre01100	445492
dre01100	445494
dre01100	445500
dre01100	445505
dre01100	445562
dre01100	447802
dre01100	447815
dre01100	447836
dre01100	447838
dre01100	447840
dre01100	447860
dre01100	447864
dre01100	447891
dre01100	447913
dre01100	447914
dre01100	447920
dre01100	447928
dre01100	447941
dre01100	447942
dre01100	449537
dre01100	449649
dre01100	449655
dre01100	449662
dre01100	449786
dre01100	449787
dre01100	449801
dre01100	449829
dre01100	449831
dre01100	449835
dre01100	449992
dre01100	450000
dre01100	450003
dre01100	450016
dre01100	450017
dre01100	450050
dre01100	450052
dre01100	450054
dre01100	450068
dre01100	450072
dre01100	450078
dre01100	450084
dre01100	474321
dre01100	474325
dre01100	492476
dre01100	492477
dre01100	492518
dre01100	492549
dre01100	492710
dre01100	492719
dre01100	492760
dre01100	492781
dre01100	492796
dre01100	493602
dre01100	493605
dre01100	493780
dre01100	493783
dre01100	493916
dre01100	494054
dre01100	494056
dre01100	494065
dre01100	494077
dre01100	494099
dre01100	494102
dre01100	494577
dre01100	497183
dre01100	497279
dre01100	497280
dre01100	497281
dre01100	503707
dre01100	503760
dre01100	504040
dre01100	504044
dre01100	541317
dre01100	541321
dre01100	541328
dre01100	541329
dre01100	541331
dre01100	541347
dre01100	541364
dre01100	541388
dre01100	541390
dre01100	541428
dre01100	541429
dre01100	541435
dre01100	541479
dre01100	541511
dre01100	541517
dre01100	541538
dre01100	541539
dre01100	544666
dre01100	548343
dre01100	548346
dre01100	550242
dre01100	550259
dre01100	550263
dre01100	550266
dre01100	550282
dre01100	550322
dre01100	550327
dre01100	550332
dre01100	550338
dre01100	550369
dre01100	550370
dre01100	550372
dre01100	550403
dre01100	550425
dre01100	550451
dre01100	550460
dre01100	550502
dre01100	550507
dre01100	550524
dre01100	550550
dre01100	550565
dre01100	550579
dre01100	552997
dre01100	553187
dre01100	553189
dre01100	553210
dre01100	553283
dre01100	553347
dre01100	553380
dre01100	553384
dre01100	553401
dre01100	553405
dre01100	553433
dre01100	553440
dre01100	553452
dre01100	553508
dre01100	553513
dre01100	553523
dre01100	553524
dre01100	553532
dre01100	553564
dre01100	553582
dre01100	553595
dre01100	553610
dre01100	553629
dre01100	553646
dre01100	553653
dre01100	553655
dre01100	553660
dre01100	553668
dre01100	553671
dre01100	553672
dre01100	553676
dre01100	553683
dre01100	553691
dre01100	553701
dre01100	553705
dre01100	553722
dre01100	553725
dre01100	553733
dre01100	553750
dre01100	553754
dre01100	553755
dre01100	553762
dre01100	553767
dre01100	553770
dre01100	553792
dre01100	553795
dre01100	553804
dre01100	553944
dre01100	553952
dre01100	553969
dre01100	553981
dre01100	554036
dre01100	554099
dre01100	554100
dre01100	554101
dre01100	554122
dre01100	554124
dre01100	554125
dre01100	554135
dre01100	554136
dre01100	554154
dre01100	554736
dre01100	555308
dre01100	555330
dre01100	555344
dre01100	555376
dre01100	555401
dre01100	555443
dre01100	555478
dre01100	555496
dre01100	555623
dre01100	555725
dre01100	555748
dre01100	555899
dre01100	555969
dre01100	556193
dre01100	556229
dre01100	556236
dre01100	556237
dre01100	556280
dre01100	556291
dre01100	556456
dre01100	556522
dre01100	556538
dre01100	556544
dre01100	556557
dre01100	556578
dre01100	556641
dre01100	556667
dre01100	556700
dre01100	556744
dre01100	556797
dre01100	556956
dre01100	557008
dre01100	557077
dre01100	557166
dre01100	557181
dre01100	557186
dre01100	557205
dre01100	557232
dre01100	557286
dre01100	557324
dre01100	557348
dre01100	557518
dre01100	557552
dre01100	557632
dre01100	557675
dre01100	557680
dre01100	557708
dre01100	557716
dre01100	557735
dre01100	557756
dre01100	557817
dre01100	557834
dre01100	557919
dre01100	557972
dre01100	557979
dre01100	558050
dre01100	558373
dre01100	558422
dre01100	558437
dre01100	558466
dre01100	558499
dre01100	558524
dre01100	558601
dre01100	558716
dre01100	558898
dre01100	559001
dre01100	559020
dre01100	559054
dre01100	559072
dre01100	559073
dre01100	559087
dre01100	559124
dre01100	559148
dre01100	559198
dre01100	559207
dre01100	559212
dre01100	559228
dre01100	559240
dre01100	559295
dre01100	559305
dre01100	559373
dre01100	559403
dre01100	559442
dre01100	559488
dre01100	559504
dre01100	559521
dre01100	559537
dre01100	559560
dre01100	559635
dre01100	559656
dre01100	559659
dre01100	559736
dre01100	559958
dre01100	559959
dre01100	560006
dre01100	560020
dre01100	560126
dre01100	560219
dre01100	560242
dre01100	560486
dre01100	560638
dre01100	560649
dre01100	560682
dre01100	560753
dre01100	560810
dre01100	560826
dre01100	560827
dre01100	560881
dre01100	560915
dre01100	560944
dre01100	560951
dre01100	561018
dre01100	561030
dre01100	561117
dre01100	561172
dre01100	561272
dre01100	561372
dre01100	561410
dre01100	561416
dre01100	561469
dre01100	561471
dre01100	561683
dre01100	561747
dre01100	561756
dre01100	561803
dre01100	561891
dre01100	562037
dre01100	562047
dre01100	562149
dre01100	562219
dre01100	562250
dre01100	562316
dre01100	562329
dre01100	562399
dre01100	562569
dre01100	562573
dre01100	562592
dre01100	562627
dre01100	562714
dre01100	562739
dre01100	562771
dre01100	562774
dre01100	562840
dre01100	562854
dre01100	562919
dre01100	563019
dre01100	563020
dre01100	563038
dre01100	563180
dre01100	563201
dre01100	563255
dre01100	563281
dre01100	563363
dre01100	563369
dre01100	563446
dre01100	563476
dre01100	563543
dre01100	563589
dre01100	563594
dre01100	563597
dre01100	563642
dre01100	563654
dre01100	563806
dre01100	563849
dre01100	563993
dre01100	564111
dre01100	564147
dre01100	564336
dre01100	564379
dre01100	564552
dre01100	564649
dre01100	564697
dre01100	564746
dre01100	564750
dre01100	564754
dre01100	564867
dre01100	565059
dre01100	565117
dre01100	565122
dre01100	565184
dre01100	565235
dre01100	565246
dre01100	565316
dre01100	565370
dre01100	565372
dre01100	565385
dre01100	565386
dre01100	565422
dre01100	565669
dre01100	565700
dre01100	565743
dre01100	565876
dre01100	565971
dre01100	566019
dre01100	566078
dre01100	566165
dre01100	566188
dre01100	566323
dre01100	566398
dre01100	566479
dre01100	566506
dre01100	566527
dre01100	566539
dre01100	566563
dre01100	566723
dre01100	566746
dre01100	566863
dre01100	567157
dre01100	567170
dre01100	567204
dre01100	567414
dre01100	567547
dre01100	567548
dre01100	567592
dre01100	567640
dre01100	567720
dre01100	567728
dre01100	567734
dre01100	567794
dre01100	567798
dre01100	567861
dre01100	567869
dre01100	567913
dre01100	567938
dre01100	568001
dre01100	568096
dre01100	568169
dre01100	568288
dre01100	568381
dre01100	568448
dre01100	568547
dre01100	568655
dre01100	568713
dre01100	568915
dre01100	569014
dre01100	569040
dre01100	569053
dre01100	569100
dre01100	569254
dre01100	569348
dre01100	569363
dre01100	569376
dre01100	569494
dre01100	569568
dre01100	569581
dre01100	569734
dre01100	569770
dre01100	569930
dre01100	569945
dre01100	569980
dre01100	570106
dre01100	570248
dre01100	570368
dre01100	570437
dre01100	570443
dre01100	570457
dre01100	570459
dre01100	570474
dre01100	570478
dre01100	570579
dre01100	570613
dre01100	570678
dre01100	570695
dre01100	570720
dre01100	570828
dre01100	570866
dre01100	570913
dre01100	571003
dre01100	571355
dre01100	571356
dre01100	571388
dre01100	571441
dre01100	571738
dre01100	571834
dre01100	571911
dre01100	571938
dre01100	571967
dre01100	572027
dre01100	572070
dre01100	572258
dre01100	572324
dre01100	572492
dre01100	572518
dre01100	572733
dre01100	572841
dre01100	573021
dre01100	573619
dre01100	573689
dre01100	573723
dre01100	573994
dre01100	574009
dre01100	58068
dre01100	58074
dre01100	58120
dre01100	58141
dre01100	58215
dre01100	60640
dre01100	606579
dre01100	60658
dre01100	606663
dre01100	613246
dre01100	619258
dre01100	619259
dre01100	619269
dre01100	641423
dre01100	641476
dre01100	641488
dre01100	641566
dre01100	641570
dre01100	641571
dre01100	64263
dre01100	64265
dre01100	64607
dre01100	64608
dre01100	64674
dre01100	64815
dre01100	664750
dre01100	664765
dre01100	664772
dre01100	678522
dre01100	678540
dre01100	678558
dre01100	678634
dre01100	692256
dre01100	692278
dre01100	724006
dre01100	724010
dre01100	751596
dre01100	751635
dre01100	751638
dre01100	751653
dre01100	751668
dre01100	751691
dre01100	751701
dre01100	751732
dre01100	751742
dre01100	751785
dre01100	767675
dre01100	767682
dre01100	767750
dre01100	767778
dre01100	768123
dre01100	768185
dre01100	768196
dre01100	777624
dre01100	777632
dre01100	777716
dre01100	777719
dre01100	790916
dre01100	790919
dre01100	791124
dre01100	791130
dre01100	791159
dre01100	791167
dre01100	791189
dre01100	791448
dre01100	791470
dre01100	791592
dre01100	791612
dre01100	791647
dre01100	791759
dre01100	791775
dre01100	792041
dre01100	792097
dre01100	792506
dre01100	792527
dre01100	792692
dre01100	792824
dre01100	793249
dre01100	793294
dre01100	793309
dre01100	793362
dre01100	793471
dre01100	793524
dre01100	793609
dre01100	793635
dre01100	793671
dre01100	793735
dre01100	79378
dre01100	793834
dre01100	793926
dre01100	794381
dre01100	794598
dre01100	794667
dre01100	795008
dre01100	795106
dre01100	795400
dre01100	795901
dre01100	796025
dre01100	796295
dre01100	796410
dre01100	796436
dre01100	796456
dre01100	796549
dre01100	796803
dre01100	796865
dre01100	796997
dre01100	797063
dre01100	797309
dre01100	797512
dre01100	797549
dre01100	797715
dre01100	797914
dre01100	798022
dre01100	798226
dre01100	798291
dre01100	798349
dre01100	798364
dre01100	798864
dre01100	798876
dre01100	798918
dre01100	798974
dre01100	799099
dre01100	799278
dre01100	799387
dre01100	799449
dre01100	799492
dre01100	799528
dre01100	799638
dre01100	799805
dre01100	799960
dre01100	799963
dre01100	799964
dre01100	80374
dre01100	80872
dre01100	80939
dre01100	81540
dre01100	81541
dre01100	81882
dre01100	84039
dre01200	100000859
dre01200	100006589
dre01200	100144628
dre01200	100148522
dre01200	100331665
dre01200	114551
dre01200	116517
dre01200	140620
dre01200	192309
dre01200	246094
dre01200	246095
dre01200	282672
dre01200	30068
dre01200	30643
dre01200	317737
dre01200	317743
dre01200	317746
dre01200	321224
dre01200	321621
dre01200	321664
dre01200	321928
dre01200	322339
dre01200	322670
dre01200	323107
dre01200	324201
dre01200	324556
dre01200	327165
dre01200	327512
dre01200	334116
dre01200	334897
dre01200	335231
dre01200	335715
dre01200	335817
dre01200	335974
dre01200	336425
dre01200	368262
dre01200	368912
dre01200	369193
dre01200	373092
dre01200	378713
dre01200	378963
dre01200	386951
dre01200	393455
dre01200	393668
dre01200	393884
dre01200	393926
dre01200	393938
dre01200	394021
dre01200	399479
dre01200	399662
dre01200	402827
dre01200	402874
dre01200	403070
dre01200	403086
dre01200	405861
dre01200	406283
dre01200	406299
dre01200	406330
dre01200	406339
dre01200	406405
dre01200	406428
dre01200	406496
dre01200	406688
dre01200	406696
dre01200	406702
dre01200	406762
dre01200	406791
dre01200	407673
dre01200	415247
dre01200	436603
dre01200	436647
dre01200	436672
dre01200	436762
dre01200	436850
dre01200	436914
dre01200	437019
dre01200	445094
dre01200	445129
dre01200	445233
dre01200	445288
dre01200	445290
dre01200	445494
dre01200	445500
dre01200	445505
dre01200	447836
dre01200	450000
dre01200	492719
dre01200	541435
dre01200	550259
dre01200	550494
dre01200	550579
dre01200	553283
dre01200	553401
dre01200	553804
dre01200	555623
dre01200	557518
dre01200	557919
dre01200	559207
dre01200	560020
dre01200	560753
dre01200	560827
dre01200	560944
dre01200	561416
dre01200	562149
dre01200	563642
dre01200	564552
dre01200	566398
dre01200	567547
dre01200	568001
dre01200	568448
dre01200	569348
dre01200	569581
dre01200	570106
dre01200	570579
dre01200	570678
dre01200	572733
dre01200	58068
dre01200	606663
dre01200	751668
dre01200	768196
dre01200	792692
dre01200	792824
dre01200	79378
dre01200	793834
dre01200	793926
dre01200	797715
dre01200	798364
dre01200	799963
dre01210	100006589
dre01210	100148522
dre01210	103909643
dre01210	322339
dre01210	322670
dre01210	335974
dre01210	337412
dre01210	386951
dre01210	393926
dre01210	393970
dre01210	403086
dre01210	406330
dre01210	406688
dre01210	415247
dre01210	436949
dre01210	550579
dre01210	557716
dre01210	557979
dre01210	568448
dre01210	799963
dre01212	100000859
dre01212	100005717
dre01212	100006023
dre01212	100126133
dre01212	100333227
dre01212	103910021
dre01212	140615
dre01212	30643
dre01212	317738
dre01212	322626
dre01212	326954
dre01212	327417
dre01212	334121
dre01212	334561
dre01212	335159
dre01212	336606
dre01212	368912
dre01212	386661
dre01212	393135
dre01212	393425
dre01212	393441
dre01212	393622
dre01212	393657
dre01212	394156
dre01212	405845
dre01212	406283
dre01212	406325
dre01212	406421
dre01212	406648
dre01212	431754
dre01212	445121
dre01212	445175
dre01212	445288
dre01212	445290
dre01212	447860
dre01212	449662
dre01212	550422
dre01212	550550
dre01212	553326
dre01212	553401
dre01212	553734
dre01212	555308
dre01212	558088
dre01212	559001
dre01212	559403
dre01212	559656
dre01212	560000
dre01212	561303
dre01212	564111
dre01212	564649
dre01212	566085
dre01212	566863
dre01212	567157
dre01212	573723
dre01212	619258
dre01212	678614
dre01212	793834
dre01212	798606
dre01230	100000775
dre01230	100006589
dre01230	100144628
dre01230	100148522
dre01230	100149838
dre01230	100331665
dre01230	103908621
dre01230	103909643
dre01230	114551
dre01230	140620
dre01230	192309
dre01230	266987
dre01230	317743
dre01230	321664
dre01230	321928
dre01230	322055
dre01230	322339
dre01230	322614
dre01230	322670
dre01230	323107
dre01230	323329
dre01230	324556
dre01230	327165
dre01230	327512
dre01230	334116
dre01230	334195
dre01230	334197
dre01230	334897
dre01230	335817
dre01230	335974
dre01230	336425
dre01230	336473
dre01230	337412
dre01230	369193
dre01230	378713
dre01230	378847
dre01230	378962
dre01230	378963
dre01230	386951
dre01230	393423
dre01230	393668
dre01230	393799
dre01230	393926
dre01230	393970
dre01230	394021
dre01230	402874
dre01230	403086
dre01230	406330
dre01230	406496
dre01230	406688
dre01230	406696
dre01230	407673
dre01230	415247
dre01230	431723
dre01230	436949
dre01230	445094
dre01230	447836
dre01230	447864
dre01230	541347
dre01230	550259
dre01230	550524
dre01230	550579
dre01230	553283
dre01230	555623
dre01230	557186
dre01230	557518
dre01230	557716
dre01230	557979
dre01230	560682
dre01230	560753
dre01230	560827
dre01230	560944
dre01230	561410
dre01230	561416
dre01230	563642
dre01230	566165
dre01230	568001
dre01230	568448
dre01230	570106
dre01230	570368
dre01230	572733
dre01230	58068
dre01230	606663
dre01230	678634
dre01230	791612
dre01230	792692
dre01230	794667
dre01230	799963
dre02010	100002010
dre02010	100003744
dre02010	100004801
dre02010	100006090
dre02010	100136850
dre02010	100136868
dre02010	100151075
dre02010	100333043
dre02010	100537809
dre02010	323301
dre02010	336147
dre02010	336563
dre02010	368620
dre02010	368771
dre02010	393561
dre02010	406803
dre02010	548340
dre02010	553281
dre02010	555506
dre02010	556709
dre02010	556979
dre02010	557317
dre02010	558335
dre02010	558924
dre02010	559080
dre02010	561160
dre02010	564067
dre02010	564344
dre02010	564842
dre02010	566367
dre02010	566515
dre02010	566555
dre02010	568482
dre02010	570148
dre02010	571189
dre02010	735312
dre02010	767748
dre02010	797269
dre02010	798527
dre03008	100000532
dre03008	100003787
dre03008	100004610
dre03008	100332622
dre03008	100535532
dre03008	101885168
dre03008	140505
dre03008	140506
dre03008	266990
dre03008	30428
dre03008	30488
dre03008	30502
dre03008	30572
dre03008	317637
dre03008	321058
dre03008	321114
dre03008	321745
dre03008	321897
dre03008	321940
dre03008	323426
dre03008	323464
dre03008	323865
dre03008	325106
dre03008	334050
dre03008	334362
dre03008	334446
dre03008	368478
dre03008	386850
dre03008	393107
dre03008	393237
dre03008	393282
dre03008	393291
dre03008	393617
dre03008	393717
dre03008	393950
dre03008	394008
dre03008	394096
dre03008	394196
dre03008	406268
dre03008	406275
dre03008	406571
dre03008	406805
dre03008	407084
dre03008	415208
dre03008	415238
dre03008	415254
dre03008	436798
dre03008	436813
dre03008	436992
dre03008	442932
dre03008	445388
dre03008	445391
dre03008	492761
dre03008	494152
dre03008	541352
dre03008	541421
dre03008	541444
dre03008	550241
dre03008	550264
dre03008	553241
dre03008	553498
dre03008	553787
dre03008	555704
dre03008	556379
dre03008	557254
