delta.rank	pval	level	nseqs	term	name	p.adj
0	1.0058441053524e-4	4	8	GO:0000276	mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)	0.0323881801923473
0	2.88570580185127e-4	2	11	GO:0045263	proton-transporting ATP synthase complex, coupling factor F(o)	0.0464598634098054
